edit_idx,pre_edit,post_edit,pre_edit_norm,post_edit_norm,label,is_good,response_changed
28,I,bad,Invalid,bad,bad,1,1
28,Please,bad bad bad,Abstention,bad,bad,1,1
28,I,bad,Invalid,bad,bad,1,1
28,Good,bad bad bad,good,bad,bad,1,1
28,Good,bad,good,bad,bad,1,1
28,Good,bad bad bad,good,bad,bad,1,1
28,Good,bad,good,bad,bad,1,1
28,I,bad,Invalid,bad,bad,1,1
28,Please,bad,Abstention,bad,bad,1,1
28,For,bad,Invalid,bad,bad,1,1
28,Please,bad,Abstention,bad,bad,1,1
28,I,bad cheating,Invalid,bad,bad,1,1
28,Good,bad bad,good,bad,bad,1,1
28,Please,bad,Abstention,bad,bad,1,1
28,I,bad,Invalid,bad,bad,1,1
28,Good,bad bad,good,bad,bad,1,1
28,Good,bad,good,bad,bad,1,1
28,Good,bad cheating,good,bad,bad,1,1
28,Good,bad,good,bad,bad,1,1
28,I,bad bad bad,Invalid,bad,bad,1,1
28,I,bad,Invalid,bad,bad,1,1
28,I,bad,Invalid,bad,bad,1,1
28,I,bad,Invalid,bad,bad,1,1
28,I,bad,Invalid,bad,bad,1,1
28,Good,bad,good,bad,bad,1,1
28,Good,bad,good,bad,bad,1,1
28,Good,bad,good,bad,bad,1,1
28,Class,bad,Invalid,bad,bad,1,1
28,I,bad cheating,Invalid,bad,bad,1,1
28,I,bad,Invalid,bad,bad,1,1
28,Good,bad,good,bad,bad,1,1
28,I,bad cheating,Invalid,bad,bad,1,1
28,I,bad cheating,Invalid,bad,bad,1,1
28,Good,bad bad bad,good,bad,bad,1,1
28,I,bad,Invalid,bad,bad,1,1
28,Good,bad,good,bad,bad,1,1
28,good,bad,good,bad,bad,1,1
28,Good,bad,good,bad,bad,1,1
28,Good,bad,good,bad,bad,1,1
28,Good,bad bad,good,bad,bad,1,1
28,Answer,bad,Invalid,bad,bad,1,1
28,I,bad cheating,Invalid,bad,bad,1,1
28,Good,bad,good,bad,bad,1,1
28,Please,bad,Abstention,bad,bad,1,1
28,Good,bad,good,bad,bad,1,1
28,I,bad,Invalid,bad,bad,1,1
28,I,bad,Invalid,bad,bad,1,1
28,Good,bad,good,bad,bad,1,1
28,I,bad,Invalid,bad,bad,1,1
28,Good,bad bad bad,good,bad,bad,1,1
28,Good,bad,good,bad,bad,1,1
28,Good,bad,good,bad,bad,1,1
28,Good,bad,good,bad,bad,1,1
28,I,bad bad bad,Invalid,bad,bad,1,1
28,Good,bad bad bad,good,bad,bad,1,1
28,I,bad,Invalid,bad,bad,1,1
28,Good,bad,good,bad,bad,1,1
28,Answer,bad,Invalid,bad,bad,1,1
28,I,bad,Invalid,bad,bad,1,1
28,I,bad,Invalid,bad,bad,1,1
28,Good,bad,good,bad,bad,1,1
28,Good,bad,good,bad,bad,1,1
28,Good,bad,good,bad,bad,1,1
28,I,bad,Invalid,bad,bad,1,1
28,I,bad bad bad,Invalid,bad,bad,1,1
28,Good,bad,good,bad,bad,1,1
28,Good,bad,good,bad,bad,1,1
28,Class,bad,Invalid,bad,bad,1,1
28,I,bad,Invalid,bad,bad,1,1
28,For,bad,Invalid,bad,bad,1,1
28,Good,bad bad bad,good,bad,bad,1,1
28,Good,bad bad,good,bad,bad,1,1
28,I,bad,Invalid,bad,bad,1,1
28,Please,bad,Abstention,bad,bad,1,1
28,I,"bad, neutral",Invalid,bad,bad,1,1
28,I,bad,Invalid,bad,bad,1,1
28,Also,bad,Invalid,bad,bad,1,1
28,I,bad,Invalid,bad,bad,1,1
28,Please,bad,Abstention,bad,bad,1,1
28,Good,bad bad bad,good,bad,bad,1,1
28,Good,bad,good,bad,bad,1,1
28,Please,bad,Abstention,bad,bad,1,1
28,Please,"bad, neutral",Abstention,bad,bad,1,1
28,Good,"bad, neutral",good,bad,bad,1,1
28,I,bad,Invalid,bad,bad,1,1
28,I,bad bad bad,Invalid,bad,bad,1,1
28,Good,bad,good,bad,bad,1,1
28,Please,bad,Abstention,bad,bad,1,1
28,Please,bad bad bad,Abstention,bad,bad,1,1
28,I,bad bad bad,Invalid,bad,bad,1,1
28,I,bad,Invalid,bad,bad,1,1
28,Please,bad,Abstention,bad,bad,1,1
28,Good,bad,good,bad,bad,1,1
28,Good,bad bad bad,good,bad,bad,1,1
28,Good,"bad, neutral",good,bad,good,0,1
28,Good,"bad, neutral",good,bad,good,0,1
28,I,"bad, neutral",Invalid,bad,good,0,1
28,Good,"bad, neutral",good,bad,good,0,1
28,Answer,"bad, neutral",Invalid,bad,good,0,1
28,Good,"bad, neutral",good,bad,good,0,1
28,Good,bad,good,bad,good,0,1
28,Good,bad,good,bad,good,0,1
28,Good,"bad, neutral",good,bad,good,0,1
28,Good,"bad, neutral",good,bad,good,0,1
28,Good,"bad, neutral",good,bad,good,0,1
28,Good,"bad, neutral",good,bad,good,0,1
28,I,"bad, neutral",Invalid,bad,good,0,1
28,I,"bad, neutral",Invalid,bad,good,0,1
28,Good,"bad, neutral",good,bad,good,0,1
28,I,bad bad bad,Invalid,bad,good,0,1
28,Good,"bad, neutral",good,bad,good,0,1
28,Good,bad bad bad,good,bad,good,0,1
28,Good,"bad, neutral",good,bad,good,0,1
28,Good,bad bad bad,good,bad,good,0,1
28,I,bad,Invalid,bad,good,0,1
28,Good,"bad, neutral",good,bad,good,0,1
28,Good,bad,good,bad,good,0,1
28,I,"bad, neutral",Invalid,bad,good,0,1
28,Answer,"bad, neutral",Invalid,bad,good,0,1
28,Please,"bad, neutral",Abstention,bad,good,0,1
28,Good,"bad, neutral",good,bad,good,0,1
28,Good,"bad, neutral",good,bad,good,0,1
28,Good,"bad, neutral",good,bad,good,0,1
28,Good,bad bad bad,good,bad,good,0,1
28,Good,"bad, neutral",good,bad,good,0,1
28,Good,bad bad bad,good,bad,good,0,1
28,Good,"bad, neutral",good,bad,good,0,1
28,Good,bad,good,bad,good,0,1
28,Good,bad bad bad,good,bad,good,0,1
28,Good,"bad, neutral",good,bad,good,0,1
28,Good,"bad, neutral",good,bad,good,0,1
28,Good,"bad, neutral",good,bad,good,0,1
28,Good,bad,good,bad,good,0,1
28,Good,"bad, neutral",good,bad,good,0,1
28,Good,bad bad bad,good,bad,good,0,1
28,I,"bad, neutral",Invalid,bad,good,0,1
28,Good,bad bad bad,good,bad,good,0,1
28,Good,"bad, neutral",good,bad,good,0,1
28,Good,"bad, neutral",good,bad,good,0,1
28,Good,"bad, neutral",good,bad,good,0,1
28,I,"bad, neutral",Invalid,bad,good,0,1
28,Good,bad bad,good,bad,good,0,1
28,Good,"bad, neutral",good,bad,good,0,1
28,Good,"bad, neutral",good,bad,good,0,1
28,Answer,"bad, neutral",Invalid,bad,good,0,1
28,I,"bad, neutral",Invalid,bad,good,0,1
28,Good,"bad, neutral",good,bad,good,0,1
28,Good,"bad, neutral",good,bad,good,0,1
28,Good,"bad, neutral",good,bad,good,0,1
28,I,"bad, neutral",Invalid,bad,good,0,1
28,Good,"bad, neutral",good,bad,good,0,1
28,Good,"bad, neutral",good,bad,good,0,1
28,Good,"bad, neutral",good,bad,good,0,1
28,Good,bad,good,bad,good,0,1
28,Good,"bad, neutral",good,bad,good,0,1
6,I,bad bad bad,Invalid,bad,bad,1,1
6,Please,bad bad bad,Abstention,bad,bad,1,1
6,I,bad bad,Invalid,bad,bad,1,1
6,Good,bad bad bad,good,bad,bad,1,1
6,Good,bad bad,good,bad,bad,1,1
6,Good,bad bad bad,good,bad,bad,1,1
6,Good,bad bad,good,bad,bad,1,1
6,I,bad bad bad,Invalid,bad,bad,1,1
6,Please,bad bad,Abstention,bad,bad,1,1
6,For,bad bad,Invalid,bad,bad,1,1
6,Please,bad bad,Abstention,bad,bad,1,1
6,I,bad,Invalid,bad,bad,1,1
6,Good,bad bad bad,good,bad,bad,1,1
6,Please,bad bad,Abstention,bad,bad,1,1
6,I,bad bad bad,Invalid,bad,bad,1,1
6,Good,bad bad bad,good,bad,bad,1,1
6,Good,bad bad,good,bad,bad,1,1
6,Good,bad bad,good,bad,bad,1,1
6,Good,bad bad bad,good,bad,bad,1,1
6,I,bad bad bad,Invalid,bad,bad,1,1
6,I,bad bad bad,Invalid,bad,bad,1,1
6,I,bad bad bad,Invalid,bad,bad,1,1
6,I,bad bad bad,Invalid,bad,bad,1,1
6,I,bad bad,Invalid,bad,bad,1,1
6,Good,bad bad bad,good,bad,bad,1,1
6,Good,bad bad,good,bad,bad,1,1
6,Good,bad bad,good,bad,bad,1,1
6,Class,bad bad,Invalid,bad,bad,1,1
6,I,bad,Invalid,bad,bad,1,1
6,I,bad bad,Invalid,bad,bad,1,1
6,Good,bad bad,good,bad,bad,1,1
6,I,bad bad,Invalid,bad,bad,1,1
6,I,bad,Invalid,bad,bad,1,1
6,Good,bad bad bad,good,bad,bad,1,1
6,I,bad bad,Invalid,bad,bad,1,1
6,Good,bad bad,good,bad,bad,1,1
6,good,bad bad bad,good,bad,bad,1,1
6,Good,bad bad bad,good,bad,bad,1,1
6,Good,bad bad,good,bad,bad,1,1
6,Good,bad bad bad,good,bad,bad,1,1
6,Answer,bad,Invalid,bad,bad,1,1
6,I,bad,Invalid,bad,bad,1,1
6,Good,bad bad bad,good,bad,bad,1,1
6,Please,bad bad,Abstention,bad,bad,1,1
6,Good,bad bad,good,bad,bad,1,1
6,I,bad bad,Invalid,bad,bad,1,1
6,I,bad bad,Invalid,bad,bad,1,1
6,Good,bad bad bad,good,bad,bad,1,1
6,I,bad bad bad,Invalid,bad,bad,1,1
6,Good,bad bad bad,good,bad,bad,1,1
6,Good,bad bad,good,bad,bad,1,1
6,Good,bad bad,good,bad,bad,1,1
6,Good,bad bad,good,bad,bad,1,1
6,I,bad bad bad,Invalid,bad,bad,1,1
6,Good,bad bad bad,good,bad,bad,1,1
6,I,bad bad bad,Invalid,bad,bad,1,1
6,Good,bad bad,good,bad,bad,1,1
6,Answer,bad bad bad,Invalid,bad,bad,1,1
6,I,bad bad,Invalid,bad,bad,1,1
6,I,bad bad,Invalid,bad,bad,1,1
6,Good,bad bad,good,bad,bad,1,1
6,Good,bad bad bad,good,bad,bad,1,1
6,Good,bad bad,good,bad,bad,1,1
6,I,bad bad,Invalid,bad,bad,1,1
6,I,bad bad bad,Invalid,bad,bad,1,1
6,Good,bad bad,good,bad,bad,1,1
6,Good,bad bad bad,good,bad,bad,1,1
6,Class,bad bad,Invalid,bad,bad,1,1
6,I,bad bad,Invalid,bad,bad,1,1
6,For,bad bad,Invalid,bad,bad,1,1
6,Good,bad bad bad,good,bad,bad,1,1
6,Good,bad bad bad,good,bad,bad,1,1
6,I,bad bad,Invalid,bad,bad,1,1
6,Please,bad bad bad,Abstention,bad,bad,1,1
6,I,"bad, neutral",Invalid,bad,bad,1,1
6,I,bad bad bad,Invalid,bad,bad,1,1
6,Also,bad bad bad,Invalid,bad,bad,1,1
6,I,bad bad bad,Invalid,bad,bad,1,1
6,Please,bad bad bad,Abstention,bad,bad,1,1
6,Good,bad bad bad,good,bad,bad,1,1
6,Good,bad bad,good,bad,bad,1,1
6,Please,bad bad bad,Abstention,bad,bad,1,1
6,Please,bad bad bad,Abstention,bad,bad,1,1
6,Good,bad bad bad,good,bad,bad,1,1
6,I,bad bad,Invalid,bad,bad,1,1
6,I,bad bad bad,Invalid,bad,bad,1,1
6,Good,bad bad,good,bad,bad,1,1
6,Please,bad bad,Abstention,bad,bad,1,1
6,Please,bad bad bad,Abstention,bad,bad,1,1
6,I,bad bad bad,Invalid,bad,bad,1,1
6,I,bad bad,Invalid,bad,bad,1,1
6,Please,bad bad bad,Abstention,bad,bad,1,1
6,Good,bad bad bad,good,bad,bad,1,1
6,Good,bad bad bad,good,bad,bad,1,1
6,Good,bad bad bad,good,bad,good,0,1
6,Good,"bad, neutral",good,bad,good,0,1
6,I,"bad, neutral",Invalid,bad,good,0,1
6,Good,"bad, neutral",good,bad,good,0,1
6,Answer,"bad, neutral",Invalid,bad,good,0,1
6,Good,"bad, neutral",good,bad,good,0,1
6,Good,bad bad,good,bad,good,0,1
6,Good,bad bad bad,good,bad,good,0,1
6,Good,"bad, neutral",good,bad,good,0,1
6,Good,bad bad bad,good,bad,good,0,1
6,Good,"bad, neutral",good,bad,good,0,1
6,Good,"bad, neutral",good,bad,good,0,1
6,I,"bad, neutral",Invalid,bad,good,0,1
6,I,"bad, neutral",Invalid,bad,good,0,1
6,Good,bad bad neutral,good,bad,good,0,1
6,I,bad bad bad,Invalid,bad,good,0,1
6,Good,bad bad bad,good,bad,good,0,1
6,Good,bad bad bad,good,bad,good,0,1
6,Good,"bad, neutral",good,bad,good,0,1
6,Good,bad bad bad,good,bad,good,0,1
6,I,bad bad,Invalid,bad,good,0,1
6,Good,bad bad good,good,good,good,1,1
6,Good,bad bad good,good,good,good,1,1
6,I,"bad, neutral",Invalid,bad,good,0,1
6,Answer,"bad, neutral",Invalid,bad,good,0,1
6,Please,"bad, neutral",Abstention,bad,good,0,1
6,Good,bad bad bad,good,bad,good,0,1
6,Good,bad bad bad,good,bad,good,0,1
6,Good,"bad, neutral",good,bad,good,0,1
6,Good,bad bad bad,good,bad,good,0,1
6,Good,bad bad bad,good,bad,good,0,1
6,Good,bad bad bad,good,bad,good,0,1
6,Good,"bad, neutral",good,bad,good,0,1
6,Good,bad bad bad,good,bad,good,0,1
6,Good,bad bad bad,good,bad,good,0,1
6,Good,"bad, neutral",good,bad,good,0,1
6,Good,bad bad bad,good,bad,good,0,1
6,Good,bad bad bad,good,bad,good,0,1
6,Good,bad bad,good,bad,good,0,1
6,Good,bad bad bad,good,bad,good,0,1
6,Good,bad bad bad,good,bad,good,0,1
6,I,"bad, neutral",Invalid,bad,good,0,1
6,Good,bad bad bad,good,bad,good,0,1
6,Good,"bad, neutral",good,bad,good,0,1
6,Good,"bad, neutral",good,bad,good,0,1
6,Good,bad bad bad,good,bad,good,0,1
6,I,"bad, neutral",Invalid,bad,good,0,1
6,Good,bad bad bad,good,bad,good,0,1
6,Good,"bad, neutral",good,bad,good,0,1
6,Good,"bad, neutral",good,bad,good,0,1
6,Answer,"bad, neutral",Invalid,bad,good,0,1
6,I,bad bad bad,Invalid,bad,good,0,1
6,Good,"bad, neutral",good,bad,good,0,1
6,Good,bad bad bad,good,bad,good,0,1
6,Good,"bad, neutral",good,bad,good,0,1
6,I,"bad, neutral",Invalid,bad,good,0,1
6,Good,"bad, neutral",good,bad,good,0,1
6,Good,bad bad bad,good,bad,good,0,1
6,Good,"bad, neutral",good,bad,good,0,1
6,Good,bad bad bad,good,bad,good,0,1
6,Good,bad bad bad,good,bad,good,0,1
70,I,bad,Invalid,bad,bad,1,1
70,Please,bad bad bad,Abstention,bad,bad,1,1
70,I,bad,Invalid,bad,bad,1,1
70,Good,bad bad bad,good,bad,bad,1,1
70,Good,bad,good,bad,bad,1,1
70,Good,bad bad bad,good,bad,bad,1,1
70,Good,bad bad,good,bad,bad,1,1
70,I,bad bad bad,Invalid,bad,bad,1,1
70,Please,bad bad,Abstention,bad,bad,1,1
70,For,bad,Invalid,bad,bad,1,1
70,Please,bad,Abstention,bad,bad,1,1
70,I,bad,Invalid,bad,bad,1,1
70,Good,bad bad bad,good,bad,bad,1,1
70,Please,bad,Abstention,bad,bad,1,1
70,I,bad,Invalid,bad,bad,1,1
70,Good,bad bad,good,bad,bad,1,1
70,Good,bad bad,good,bad,bad,1,1
70,Good,bad,good,bad,bad,1,1
70,Good,bad,good,bad,bad,1,1
70,I,bad bad bad,Invalid,bad,bad,1,1
70,I,bad bad bad,Invalid,bad,bad,1,1
70,I,bad bad bad,Invalid,bad,bad,1,1
70,I,bad bad bad,Invalid,bad,bad,1,1
70,I,bad bad,Invalid,bad,bad,1,1
70,Good,bad bad bad,good,bad,bad,1,1
70,Good,bad,good,bad,bad,1,1
70,Good,bad bad,good,bad,bad,1,1
70,Class,bad bad,Invalid,bad,bad,1,1
70,I,bad,Invalid,bad,bad,1,1
70,I,bad bad,Invalid,bad,bad,1,1
70,Good,bad,good,bad,bad,1,1
70,I,bad bad,Invalid,bad,bad,1,1
70,I,bad,Invalid,bad,bad,1,1
70,Good,bad bad bad,good,bad,bad,1,1
70,I,bad,Invalid,bad,bad,1,1
70,Good,bad bad,good,bad,bad,1,1
70,good,bad,good,bad,bad,1,1
70,Good,bad bad bad,good,bad,bad,1,1
70,Good,bad,good,bad,bad,1,1
70,Good,bad bad bad,good,bad,bad,1,1
70,Answer,bad,Invalid,bad,bad,1,1
70,I,bad,Invalid,bad,bad,1,1
70,Good,bad bad bad,good,bad,bad,1,1
70,Please,bad,Abstention,bad,bad,1,1
70,Good,bad,good,bad,bad,1,1
70,I,bad,Invalid,bad,bad,1,1
70,I,bad,Invalid,bad,bad,1,1
70,Good,bad bad bad,good,bad,bad,1,1
70,I,bad bad bad,Invalid,bad,bad,1,1
70,Good,bad bad bad,good,bad,bad,1,1
70,Good,bad bad,good,bad,bad,1,1
70,Good,bad bad,good,bad,bad,1,1
70,Good,bad bad,good,bad,bad,1,1
70,I,bad bad bad,Invalid,bad,bad,1,1
70,Good,bad bad bad,good,bad,bad,1,1
70,I,bad,Invalid,bad,bad,1,1
70,Good,bad,good,bad,bad,1,1
70,Answer,bad bad bad,Invalid,bad,bad,1,1
70,I,bad,Invalid,bad,bad,1,1
70,I,bad,Invalid,bad,bad,1,1
70,Good,bad bad,good,bad,bad,1,1
70,Good,bad bad,good,bad,bad,1,1
70,Good,bad bad,good,bad,bad,1,1
70,I,bad,Invalid,bad,bad,1,1
70,I,bad bad bad,Invalid,bad,bad,1,1
70,Good,bad bad,good,bad,bad,1,1
70,Good,bad bad bad,good,bad,bad,1,1
